0	36	32	56	60	16	80	20	48	12	40	4	44	8	36	64	4	32	96	60	64	84	16	80	44	8	84	48	12	76	40	4	44	8	72	36	64	64	28	4	68	32	96	60	24	88	64	28	92	24	52	16	92	56	20	84	48	12	76	16	80	44	8	72	36	76	76	40	4	16	80	56	20	48	12	76	40	16	80	44	8	72	36	76	76	40	4	68	32	60	36	64	64	28	92	56	20	96	16	80	56	20	84	48	12	76	40	16	80	44	8	72	36	76	40	4	68	32	96	60	24	64	28	92	56	20	84	60	24	88	52	16	20	84	48	76	40	4	80	44	8	72	36	64	64	40	4	68	96	60	24	64	64	28	92	56	20	84	60	24	88	52	16	80	12	88	52	80	44	8	72	48	12	76	40	4	68	32	8	72	36	64	28	92	68	32	96	60	24	88	52	92	56	20	84	48	12	76	52	16	
NA	0	80	72	12	76	40	4	68	32	96	72	36	64	64	28	92	56	32	96	24	88	52	16	92	56	20	84	48	12	76	52	16	80	44	8	72	12	76	40	4	68	32	96	72	36	64	64	28	92	56	32	96	60	24	88	52	16	56	20	84	48	12	76	40	16	80	44	8	72	36	76	76	40	4	68	32	60	20	96	60	24	88	52	80	56	20	84	48	12	76	40	16	80	12	76	40	4	44	8	72	36	64	64	28	4	68	32	60	24	88	64	28	92	56	20	84	48	24	88	52	16	80	44	8	84	48	12	76	40	68	32	8	72	36	64	64	28	92	68	32	60	24	88	52	28	92	56	20	84	48	12	88	52	16	80	44	8	72	48	12	76	40	4	68	8	72	36	64	64	28	92	68	32	96	60	24	52	28	92	56	20	84	48	12	88	52	16	80	44	8	72	48	12	76	40	68	32	8	72	
NA	NA	0	36	64	28	92	56	32	96	60	24	88	52	16	92	56	20	84	48	12	76	16	80	44	8	72	36	12	76	40	4	36	64	64	40	4	68	96	60	24	64	64	28	92	56	20	84	60	24	52	16	80	44	20	84	48	12	76	40	4	80	44	8	72	36	64	40	4	68	32	96	60	24	64	64	28	92	56	20	84	48	24	52	16	80	44	8	84	48	12	76	40	4	68	44	8	72	36	64	28	4	68	32	96	60	24	88	20	84	48	24	52	16	80	44	8	84	48	12	76	40	4	68	44	8	72	36	64	64	28	68	32	96	60	24	88	64	28	92	56	20	84	48	24	88	52	16	80	44	8	72	48	12	76	40	4	68	32	72	36	64	64	28	92	36	64	28	92	56	20	96	60	24	88	52	16	80	56	20	84	48	12	76	40	16	80	44	8	72	36	76	40	4	68	32	96	60	36	64	
NA	NA	NA	0	64	92	56	20	96	60	24	88	52	16	80	56	20	48	12	76	40	16	80	44	8	72	36	64	64	40	4	68	32	96	24	64	64	28	92	56	20	84	60	24	88	52	16	80	44	20	84	48	12	76	40	4	80	8	72	36	64	64	40	4	68	32	96	60	24	64	28	92	56	20	84	60	52	16	44	20	84	48	12	76	40	4	80	44	8	72	36	64	64	24	88	64	28	92	24	88	52	16	92	56	20	84	48	76	52	16	80	44	8	72	36	12	76	40	4	68	32	96	72	64	64	28	92	56	32	96	60	24	88	52	16	92	56	20	84	48	12	52	16	80	44	8	72	36	12	76	40	4	68	32	96	72	36	28	28	92	56	32	96	60	24	88	52	16	80	56	20	84	48	12	76	40	16	80	44	8	72	76	76	40	4	68	32	96	60	36	64	64	28	92	56	96	60	24	88	52	
NA	NA	NA	NA	0	16	56	20	84	48	12	76	40	16	80	8	72	36	76	76	40	4	68	32	96	60	36	64	64	92	56	20	96	60	24	88	52	16	80	24	88	52	16	80	44	8	72	48	12	76	40	4	68	32	72	36	64	64	28	92	68	32	96	60	24	88	52	28	92	56	20	84	48	12	88	52	80	44	8	72	48	12	76	40	4	68	32	8	72	36	64	64	28	92	68	96	60	24	88	52	28	92	56	20	84	48	12	88	52	16	80	44	8	72	48	12	76	40	4	68	32	72	36	64	64	28	92	56	32	96	60	24	88	52	16	92	56	20	84	48	12	76	52	80	44	8	72	36	12	76	40	4	68	32	96	36	64	64	28	92	56	32	96	60	24	52	16	92	56	20	84	48	12	76	52	16	48	12	76	40	4	80	44	8	72	36	64	40	4	68	32	96	60	24	88	64	28	92	56	20	
NA	NA	NA	NA	NA	0	84	88	52	16	80	44	8	84	48	12	76	40	4	68	44	8	72	36	64	28	4	68	32	96	60	24	88	64	28	92	56	20	84	48	24	88	52	16	80	44	8	84	48	76	40	4	68	44	8	72	36	64	64	28	4	68	32	96	60	24	88	28	92	56	20	84	48	12	88	52	16	80	44	8	72	48	12	76	40	4	68	32	8	72	64	64	28	92	68	32	96	60	24	88	52	28	56	20	84	48	12	88	52	16	80	44	8	80	72	64	40	4	32	96	24	28	28	56	84	24	88	80	44	84	48	12	76	40	4	80	44	8	72	36	40	40	12	68	8	72	28	28	4	56	56	32	96	60	24	88	52	16	92	56	20	48	12	76	52	16	80	44	8	72	36	12	76	40	4	68	36	64	28	92	56	32	96	60	24	88	52	16	80	56	20	84	48	12	76	40	80	44	8	72	
NA	NA	NA	NA	NA	NA	0	36	40	4	68	32	60	36	64	64	28	92	56	20	96	60	24	88	52	16	80	56	20	48	12	76	40	16	80	44	8	72	36	76	76	4	68	32	96	60	36	64	64	28	92	56	20	96	60	24	88	52	16	80	20	84	48	12	76	40	4	80	44	8	72	36	64	64	40	4	68	96	60	24	64	64	28	60	24	88	52	28	92	20	84	48	12	88	52	16	80	76	40	4	68	32	8	72	36	64	64	28	92	68	32	60	24	88	52	28	92	56	20	84	48	12	88	52	16	80	8	72	48	12	76	4	68	32	96	72	36	64	64	28	92	56	32	96	60	24	88	52	16	92	56	84	48	12	76	52	16	80	44	8	72	36	12	76	40	4	68	32	96	72	36	28	28	92	56	32	96	60	24	88	52	16	92	56	20	84	12	76	52	16	80	44	8	72	36	12	76	40	4	68	
NA	NA	NA	NA	NA	NA	NA	0	32	36	64	28	92	56	20	96	60	24	88	52	16	48	24	88	52	16	80	8	84	48	12	76	40	4	68	44	8	72	64	64	28	4	68	32	96	60	24	88	64	28	92	56	20	48	24	88	52	16	80	44	8	84	48	12	76	40	4	44	8	72	36	64	64	28	4	68	96	60	24	88	64	28	92	56	20	84	48	12	88	52	16	80	44	8	72	48	12	40	4	68	32	8	72	36	64	64	28	92	68	32	96	24	88	52	28	92	56	20	84	48	12	88	52	8	48	12	76	40	4	68	32	8	72	36	64	64	28	92	68	96	60	24	88	52	28	92	56	20	84	48	12	88	52	16	12	76	40	4	80	44	8	72	36	64	64	40	4	32	96	60	24	64	64	28	92	56	20	84	60	24	88	52	16	80	44	20	84	12	76	40	4	80	44	8	72	36	64	40	4	68	
NA	NA	NA	NA	NA	NA	NA	NA	0	32	24	64	64	28	92	56	20	84	60	24	88	16	80	44	20	84	48	12	76	40	4	80	44	8	72	36	28	28	4	68	32	96	60	24	88	64	28	92	56	20	84	48	24	88	52	16	80	44	84	48	12	76	40	4	44	8	72	36	64	64	28	68	32	96	60	24	88	64	28	92	56	20	84	48	24	88	52	16	80	44	8	84	48	12	76	40	4	36	76	40	4	68	32	96	72	36	64	64	28	92	56	20	96	60	24	52	16	80	56	20	84	48	12	76	40	16	80	44	8	72	36	76	40	4	68	60	36	64	64	28	92	56	20	96	60	24	88	52	16	80	56	20	16	80	44	8	72	36	76	40	4	68	32	96	60	36	64	64	28	92	56	20	96	24	88	52	16	80	44	20	84	48	12	76	40	4	80	44	8	72	36	40	40	4	68	32	96	60	24	64	
NA	NA	NA	NA	NA	NA	NA	NA	NA	0	64	56	20	84	24	88	52	16	80	44	20	84	48	12	76	40	4	80	8	72	36	64	64	40	72	36	64	64	28	92	68	32	60	24	88	52	28	92	56	20	84	48	12	88	52	16	80	44	8	72	36	12	76	40	68	32	96	72	36	64	64	28	92	56	32	96	60	24	88	52	16	92	56	20	84	48	12	52	16	80	44	8	72	36	12	76	40	4	68	32	96	72	36	64	28	92	56	32	96	60	24	88	52	16	92	56	20	84	48	12	76	52	16	80	44	8	72	36	12	76	40	68	32	96	60	36	64	64	28	92	56	20	96	60	24	88	52	16	80	56	84	48	12	76	40	16	80	44	8	72	36	76	76	40	4	68	96	60	36	64	64	28	60	24	88	64	28	92	20	84	48	24	88	52	16	80	44	8	84	48	12	76	40	4	68	44	8	72	36	64	
